reaction,still,hide,flee,adaptive-dmas,seek-cover
0,4.166666666666667,20.27777777777778,72.27777777777777,24.27777777777778,28.333333333333332
1,4.166666666666667,20.72222222222222,73.38888888888889,23.166666666666668,30.38888888888889
2,4.166666666666667,21.5,70.33333333333333,24.22222222222222,29.666666666666668
4,4.166666666666667,19.833333333333332,62.72222222222222,21.5,27.166666666666668
6,4.166666666666667,20.666666666666668,62.44444444444444,20.444444444444443,28.055555555555557
10,4.166666666666667,19.555555555555557,61.333333333333336,14.222222222222221,26.833333333333332
15,4.166666666666667,17.444444444444443,53.55555555555556,7.666666666666667,25.555555555555557
